#time	 meanx: <x>	 Meansqdist: <x^2> - <x>^2	  deff: (<x^2> - <x>^2)/(2t)	 third cumulant: <x^3>-3<x^2><x>+2<x>^3
0.240000	 1.112756	 0.65143	 0.22828	 -394020649300474144748831305022356641598917110225432938104618933627099794968718336473668601831831746118318700178335988594007608514806920878008476205072635972357620940878480267109149556169392106409157996672445507391604551764329595632206253874872427297023188338971363890111677218756165841836131900749468838818474500308148299513691113743802483159774372483766205583962560351842858474414317570690932298051322240073618139551825853408688231194084383830025036954136465801872190368933813131108549267838474192965015853568589470653714669415185839663774841687173423025719820943741194029691993327988923908829281078303675283107817673040138090352638310472152511035366919186127510828604824624140863481686462638640918013385914808826186147766130574885351685032553233617228652572908820728175961531989276879521794628500420253275476484236462098752782954703449026590168651518931637565968636890850280645630232931767840540343548095293118435695261331106526974829232723856931975477063897887099946268151539155211556837814167375677027886017650931140726831530804396534972508318261043914654109438145942635415404226590503388643214271834198270085703325602878747514117613020885236914896514415298580361787472914711505242737131108622588879334030576252372815010107957598961061943485884378059139383961534324899832101541376983415852377121749491811496215100564656926511274537570151280668368018551599147070736958917303264344650719630308669952785548371611372008424913631591552897219652023140942195342720609098913099594768342392000922964477588104592426508560075155564948782073929215368318673282377224356233600105304399463987139932161870379778687494430714647815917576248933547041980000687481787103626036477928217218312444560985165365432573395383562319209231086904506016658922532768142768883714386005902762996136171539736525504117295757933619221536314793454263285552797836346160053442619461705323160925897025962791822864558759320481753541382919672441944847157241853471268482491086959143548316279108469142335985183539455826418772973100813597338579997735951289972897343359571775768995921192001971972020732264876916518441042667344142777859241732889328059909855731817130671375878474605194175742263373473898777341530625340055711524119082981878471372518402306551532314520574950043627167903730125405992815317296840119756297649122810081772814879070298503558282944602586188477010688134010439198753817437769104322939321068664975145109071989924662467867375956131389243443611781005865661484447290539138211355167876107231370583861014167636289579877901833978595800186642225649656351076266312186128892172702448527325144583199731031240470954356801391766274048.00000
0.250000	 1.144899	 0.68653	 0.21594	 -0.00000
0.260000	 1.132553	 0.71208	 0.17902	 1257243388749568405636083421863350204037609218003778037783564144280582140009142592153833559848372404895656948278530106271232493311026786466176242966472779485527855383705022114739629159984945644928399820820845983084001352085179646472888052767343795382853951044695222850675986384261974526382254859251170186486654248934675813429084989357267939925527958609662192497741354359125898097015712437876772978685712831360429436712660184287259560136156251110098024967443508879607953790457174599422349698413343942483714534585693940031919040967984133923824894072326096757077971103164614862210807052057928963751018034116868370838939269854370031895065127798986986473444044747989362905775820751053115378448890333686870962097102288962762779346013905672019652453683120140698710296283699172214330445752902405615865272488354304209704870528692522678633669703277365399329896940802995180935634455414903580816407516430894251640523809509600915991186264428216873103641579548259579384394081506211276555586525600520819856910918473903154458702901443957171468651018073990228209598430610501022839468211328241261038286363110892969487319210849427333500362818138280705310155795701282122853109685519915309903802533780260684378144491813661627812050656117452711795760070026545889825643024190331733623933420667610921598612742520119938953261763902687444410219574196057850719287649202938271072895454684261281284197207042638183194400595868088668400596957038570034044852406162671991717116202781084983471864226165725354799694709505722142083291281358848.00000
0.270000	 1.110401	 0.74738	 0.18979	 -485154468158159652468117954583520882096016955787642456716229035203689443301438822285064087285091861457886966406295417265658051780073009215254011667376553257746467207519590750663972356804376910467217423617150479222803623357482639315170699316507644693004550106125094085275687436840370714926997219840076002874026755528206945780110226212931056033287235422201315224430624763186908649620311633272419685068608071594524308724389482244620307215969668433152254306997617229450870876244129951245537603203682394600009210186114242045121067689280007623472087947914619709956907680547589768620010361796384092808770294778421931210036982569284168096002794218748746603652852291541342896753144233984.00000
0.280000	 1.022615	 0.75993	 0.17416	 0.00000
0.290000	 1.001063	 0.77766	 0.20172	 -0.00000
0.300000	 1.000201	 0.77888	 0.18284	 0.00000
0.310000	 0.974110	 0.80342	 0.16292	 -0.00000
0.320000	 0.864496	 0.79431	 0.15293	 0.00000
0.330000	 0.924335	 0.84547	 0.14152	 -0.00000
0.340000	 0.940894	 0.83030	 0.20439	 -692847310517323761725299099672305151431692254859492622364638747578387475918956461391067306241144039744682929342627185838953342978522661234476628456423655474150086086410521312717757827163274704998969624825573613465822414465551382756112043311611373063962251779489862884877101561610428254911279184936655416527592461740043321549097827435500609674588448044478491761361050259776560626425077286235292076772151754162897863987966571329163326693903235986582201711553326069222299996343063634363877636539271927793366429537961890866176832404756507829278513524760165913721207262315200999992714151725414469962372914641796508806636079420142429855525149601534511544849796653282618792284307454677588907881991463584232204762133886868549029188838805362539554708658451937053053607557090956141660429546513998868676357475174030815586685133132556827174332740056158595305086261689513222018715783143238298037414301259476972600509833250487237230216345338692093890360358715619268538744474477471516370121924125273212230049860738625102618641135813882150269236767478141854931262456959826789069615770299240182825219187003995509600592549366801429223513469080981942146753830878207140811653970833596148179251044004414864424566912666896201445654402287509608856181967341576294791118268333575082791308740244045939807763903466275763238010766344610154749685573800591774213342771188378925391090687781617590989249717371557675583413762890506767742058559229250380616413842760228613588010444587923566257677465207985346423234409583450876022678934468701986561194087824450242113103124586101574952917555847854246435256320722334263363444562175497612006596126095469410939417561446643100201459505830448989675031862561009146741126018921561723497190277420785772510855078139634576424546343631177295680255632831497396127228499969980704008204536782931859722915424331047852274024887938840379277308348159583589758096986192504482656191093982272356578076553800896614514545562638326132118580906885312301165917031773986063492287790555746315878172129247029082540578890017750808933349683156339654976355272126882138423999623525913288203790225560846231276181565616188529568866935840520592275539575665202473001724889463012018223051503472641371977969337557119959388546970645334851095302644252300706952350328161408764289134945963426845742677589637254525125370812058047960213751350493013651617928120508410387512404071166510102754219590192511826043501599025027027036024218253406901289118885771007855554957926743085270999341048583291842356134057670245032322517893489297212792719629378975102504390870358414673879501744097622837222314231957898154515014790985302785566800504809520473117780277973404126602256147820031470533450304549560136996906973173908968812791974436801326921778193523044775271102345846937678007587952263219285226667511213051944509780276124219017456281874301654729613052946037905102088626679014453725197257440052760263156485556920738961510404089182960419094249098855072446564200346345780174708036050354441956615880074362162561358717164481485128497697830770267288618301476673028302855959695331328442134548380539863742468747298444294278238910343171504055121437458226380432050521832219970380873459422214876859016813866180964941135273731295320163288321008146124031635151252209586524171821779167126931782115149618665788982850258536884963977168712287242425614913715950807560443731930304321679110147542624579855136940932820302073719310522748161330830571416412711264449201808517316307027747096239010784599407638974826697756135222140566720249900469195565552368171066784620250546861093662170248958904000365267154268202380806821034678322716703681920842729632244168518909766594959107686997273929955753511030917411101460481610985997258667789885393245706206834693599289898956173466165645205690792370209638821730376398245239557418506359936400528025440229301421809723292576751419364141412212032229152695988803922713945211539738590633551639253716261145154499368997096265882240080764375689018662476985009547250313203485942897495776455741090560904129337831841936259447703943772243137112850550810114788610839840102552099182937094187598195945243267644686082040241169173437861415026207402722408403403341905359417772318883763279023622324179017325069319092814130513497728174330673088680504182435796017403735122715066735171974795255877431328182339207339739810395565228961945347793544133470539449037974069411914586467544315489271984866200832581385929121929385037276229226982843804193315417875178037101304745854756499140594533420319420920470945057914716364105415721058466592389383041921881042375026951645896999234319537118113787379006778091459912077686416279310705624124884632961310463180761229419552952998093997052943160221729934238953356768781067646162266497376018178290359270188547436499477514867595352617103911170554774683648.00000
0.350000	 0.963553	 0.85868	 0.22242	 263441559252342419753142957869707085204589884486337737113209936323409922831720994561120710953963990754084895450998709816094860681448576689779553440126214141533970124155791997891996879662327772595126774228063764225649602428880576172771989251163898550792700783543590109592918838165545727763479050759382983368753323900527724104186479356604140380688754555649551539016554063379943129455567614681052330009460084134839918007124544699697888477935014384478348027981821342774725195249431859933375126014684293171992913072717394939301048207731945192505795966404066783864573604957410487090128562746658178749990822439067639840435579773482431478199201020443278600635465996491691385287638007113605179579995744506118641374219141773227752492419788618886846663409737001881412922086611353962358349899881711317436156359286090215800123714156368151099107184221024572252290536918896434634682155868107414600727262210784655950782903802292438648703237613726306066542410917273851542436401697061793273387334494637982675794132333591960638888156998200142819144471640661201340357013441833641140310111309479849913253450813865324643890217858301754458483570485819349630536513995590088076157306289511545254779238568175889771299431792819107115019321746993323487188920848993204889637007744320143384889358840808564947475710307190029520246452066934406896389035388286662473276032676254681514618122304493967905682674463214227367783243035968786649599253438643674173657542354117807002732793796104981025807339657278478997569341089874930532029578844285901200826008314142019361422003472183884007311081882015770187260424971019522592057234878681251084144413003725031902817762785760443955937954607531969356105673415861291125453922857606950759568152107471232280580731692171970427435164750098921214680836213988705490757946797610430892740898866052268076059334605122196137623793648952105931676278488517645959428522831729179568811742534947513150483407967055190133261676991992558500206974018443795771410700462447586466944665022432690206954346657613252628109722380796985872767277487531569966445853019608579934995955885268943063058671073608511681111836722523945708851377284194701729789021971591434155894159807114859907603246224092922078127509128880455764719413398674405356103861251385458480638644336838934281002268089747298105732218971843171338474993079416153423346861326241610342784966223836130212059254107586721285468640537808193964394564152334016733046054918329311642318724791691401239859971211131477419040371485493200461422599958928194592871806019794035568612817325169865072966974745592854669289481257137640265060500922107358072039451427308541768759178085381494300112067636476328879672461048805883308798748581370697358457290626632437357828658335589209456822403403467400832406153550479944362191992356245114232294189664068294286255148885953326306423184899975838157632819240687665132641663614038376227298267286300002044994427807969201408208499305568027075883256627648552687917605084293890901813522598742135307119121023652826412608010854607008424353819026256006631075246773188733954920673439251406408952590060411631636581225884085460184745023481868253155714932433654848319713356770932006153922896058879882338104642003607787719907048178271435388632854794565154169721757722193637205999742601138976115732829749526114923780582591649458922782750584627624807560119712630653926816545307195619497219741014323645153922018555086226598962559745997044655192204508664298892264473156897454640375168431709008230835007933010354793818190223824809898817698919426676328390388815642125331135623086305700056272180372844740279943638470190731957099514341609369328260826828948718766350566718184274100962870630121633437201578936079923500242385421433990719733413811604853224400111191282099695015923238349227572647609999358356834991883396500672392116669508224888160734661248212473085986493038735028923844095415527668649029722236491095029281505473373904022499861884046738996663276757216779931203141632.00000
0.360000	 0.901955	 0.85267	 0.22209	 -96180490395422351539957987381153792441230524482980803744527141533266793951699638966907398705818840904037356122598887594076676364454066183001835396264283761286145359071141566071820881647703370567719813936206128828112062738224195198378085886236116601529036679171933598453449276192473283785746710920472058003324012015093838148522665877506824641323422403619865198940218315862065093401964669164173553299530789538412410246406039555065793266287874521246200547066504588984322629526903248177277556545858532855283597456026343413588341516819589041802082797203663518639103037857328312666273256559607838516430167345491116486763756457770967744767794688817304871765700955938203476330927968553244186431988420779607973232675845965501852153966882280314241972314855506675515362345545307129040529931647788277776418597768940532001957151356223758822615556888224972431118302384572836082856602084059181256621368051716913131220648158015121068219850883129348709400592258752498445788640720643399086003916153070225839987346367200639615025926718196032500533496584863958984893556229136468002850606896055842435422680632747048679537553286207807317282186644795688579655621838385722931877497338735547912244345777789361430603767285539398790523639602907414903212337381569976978319005091340832461725508918897580400324057958745318173461010901331082169280702153495521850185649967767269888685868722003044425500454149704396273361073592383452909480277380490965152223060578036074674789863567756063076467535222577962602859808626799284960562908087345498493648729289676955300237905015320040386250045487801070199318928134087224438406312780951030312441093102691545127084839679139300751112461715382389782295236833029776280399907231891967233978726092203029136996390892366158762976042097399219971352029172019798190272013066502832318238214856196993289105288957234531531134512925784947640658336216649719958033453546503597895314740944972508094122348382886191109811707125729091350292714972869653870267591634499515896967628123370970895506211560227083422446169836030651237905847828784134268142827933659154962099896305916671607698626682521564783954164393257645376167399229485045306711818338417074911926624967166580032277705252131564962245531608491635981516216189569315057561054285309188796369336198589429645583857142608015807408425321866691110450473210827714436500585062281044760547141893834556427660152413983066055556172412583820655572705363061685554210398120797184874033451405566934680157157547384531041975033342338662283020314639668811400638481773607532181225444424388324183515637839875966483844442114145997852324635441827637687868892395989331707949420812221658237901093766396674599696064263378437750099168846469947408291898094516253466163470099849763064966759018013148569613797372407743570851694974571895213758323355420807586082692806103284527534675237304220764800066743477174255227107187427751318629384373431266394677588739450076554482369071588446082322255595944792913185278895053888723852886505379255351204402853132277393655459110696967727226607065168893759041520164183770703071337012810722304026697890663856831887908981002322598042796032.00000
0.370000	 0.956077	 0.89005	 0.27144	 36912447308367019391172321068745624281233905294144585745323259967954019326862658708947915845939493695992393899755207751917525316843363850871974807273100164127071975280958509006104292166432702313702933264022176355375012703395229252488597196263548709277460225925499579917684470431430819955660676942840474789130190233926961664832490474215941055105729117331104490496640401394007503189173038798834600454438045420057181792544204504265783049848103696773654170870407852144015229804078601401349841986956990378182436134887538801423496008804247685208534974862274414976311237357462204775595933397732265310276941113280905052101229819280119399008098042899206920250797766500407250738261529270841046974544245291712247521498294578907204806188405824923845444351010880768142904282258083137461495840227410357517212539024353320401271984685380154905126017357895215500873926329256093903719577156097673160092601356418468674124426199161219296755549954453388243052942913873503172136294811806429107088888389025759634664741735432861019041014214876623391903132296729582970551157831102222723597451405285341887980146534453531900179940772491576231185981702766262862426704441601684452086398465463143845155912353140884534519080855327267306763358936124453945305288865890927418349485445088944660356997892882598848523304748241894089609657648208119218950468319882120628799518695702658776392074404966022155505504759295621349374487266138537607657081551972875178173422425095440743105377520470678944922917414419268357378100536300590103733256822981197652078641651600751592581519388925726041747992721453759918766111762088841708745055779747377815974278359113920653293389050115642370343690113820467057773770938517784186904721789583890674988315901844585991196421111608750699409909441158791697043616720799759544812390615781616963244794800362141549012417397984556546033005258613408189171101120055508920963137638303611545795263791239122820823619844220015566324060567395918768978709380898112620452061702612134866820527351384153263029417707724260628162513046832183191463486402966234759468328791246290008680980154013342933990549728173511702808268800108274479802477474462713737630492527574807179349913382089677792809402496456347572873736492641325775073137303782340002886386207319486299095746371314271881518907392.00000
0.380000	 0.988471	 0.92666	 0.29639	 -14129603632219196171968758099218956008631068996211578240861054631966934762742976727114200776050001014946920123851066854351793815189356468701101269358429956237837158428590012754344065895329554680510871758739460599095090977040515367064863940816024407050720157693533629332183193260497998246086700939090270830431153406746456548389378333126821561961391183092107589640515169797140672365167371935771803970066880023776258842688115202999528419496987554257971849037275547703558819820992318772184552803501447915892466245044502481571194667467201344232824083043013609424693670609020581738955021116508672164671696242042867089604992039049548249930644277179240394996085844519700668426937460239630590781930808432692376130614111384013042322237884470886705021016999975132338536504393700325556109934537177193043922373989898072239504479886797215862620973102774367281322671854244782740000497744377028164177316110334695284302076291350562463345620207241443354985459314110756948169910697898994419428759429706667568535574098953498581671755913235175245355841538775700692629450678896783239303219429395352446632822174506865816949204116807017469264388390265610999767349975017698325635020547651532647126308643934137208298365815836659892856220398664711312113235605845558076561184093576693395966503361153967786716395060819571605882216718733737151045616757039112066066609584566867386927112148471264465003827784657624638338361317550980712653317030730691291815870464.00000
0.390000	 0.973906	 0.96062	 0.26225	 5385319280605511163845805945819992147130928371262992460542512240710533417585667041526499429406307880545215243321817649799296649591850193738538036444312872129559290635861372161838010886556224018444041185723321916890618904928715555935364599347596214624884550766558522943055166781254165107886865588498663647959049492702240915908132627850020417679832238253495281535411753037007266409558983035930177370963469852185566250319600359233045609349898912201677683760391274463067030711063418235471739584941934113819681866624944926524340126252542617313301282039822672964638689602749345676328901865271994101450932224.00000
0.400000	 1.000353	 0.99483	 0.18253	 -0.00000
0.410000	 0.940547	 0.96135	 0.19695	 0.00000
0.420000	 0.929660	 1.00767	 0.18116	 -0.00000
0.430000	 0.923959	 1.01959	 0.06633	 0.00000
0.440000	 0.948483	 1.04773	 0.08895	 -0.00000
0.450000	 0.932216	 1.08136	 0.09720	 0.00000
0.460000	 0.921590	 1.10742	 0.03574	 7980577691916427134565901971546017471087476480021950170661323582214651005560674386357616825567778674829539808090085130733134477013914446953969519686048899585681861281475899746411308137728828842016062591825011932082290089174754602149538633406589281882411063023397306832025441693535110903276382810443328743331303307438268402726325864402166782717217749896188083360591289071521749116603272674860666968478631906176181909527714522832738963341364269185119212207926962950191691555345711329071078631249101928493697448089277587177261056582656523214423680713761857086486078227135609930376259288355857674400423781724051884356205496995053348855180533677631471355976167603221219161693466287559915024763790264506319635375937867981463122062327823827319806142196602957738330951293219501796583346774914955670312692690596344007114220658629796529887844242094038917250846743242252279732487472119659127318334843582028935403528613703633579577430277269636741058364085100648946012379642461786133829809942364781861335985005083308323033921988431444687796324114789519919939286940715325361605402430116365576536960570201901782738553988942101886681285145502886862558610124452006165621754473015563539917043357807747699015602528988675562394633000325967767879371398581006636968759961268723965981996465285185346661201714712774347642988849656564126088942382214045008361690924036218241181687948394421901233776800332324988483972088135256721541281047448022762764718646206611757878944424087926370497146204526998546421632310832923681599450278872508391869296245744372068920242452767272778478507215208132657318171887574592774494362393080851563094393824976031066209745312055901636227594326123261160454256580551085271687432676038706868810894572704914233070927998576875931187547425773908024647287365127709040428577365661037709983279058258304419914687665645861549994461077408342798402200882696318052841434537469229474080640389560452834685131935611915454412066089080030894057963105377842820851679981897103542625766674473206194238590768760351013322612298136128319880841315429566037094716010067209517957059770584255230269776640080562596362427727412085115593225147356659568045827631283293963771877248337530605165140057890316910195697179399748262563635507149664782746672713294221118429208474208204418345798727729691046574166085127073153970362053381079959487927514583789369013002959178200858262417966767340228809045060882976270218726897519165118090131486865635384824492974370957290071784052896959816592464957417398296422905524958764959630083711831889451247509236030599709563244764741662108501228817752016343186672878513864244841154167502372627080072763023779114672963694295869325752710534668074227823109291176368433582189167099998924779344297084973048651401692883337675604651466177924164219070188311893806354123168763030716015505091576565460026164636776783226048401220771879576535441571590106972041727551193291043635604679600416968382790690306020434443380936570546607150987869624292664990649503886654983555846729216500457736214360259184160265009067151201759806635706961164609566111423558200423145682160547850243680446337710971293295120297184378761602294239726969969621674911626329974355569473901811349611502423846843287757899006144130459844983679328961383421966116498029611657361269076353114593713007255441741167999320261618706432559801274329993321479246856122435238764147600659508250790341031379524951372194820411205783144570472748281435542188244236038062989881672664356308950624764669695883310778022840306172971615633631889881935998367689127453678940267608306027212378666614838134413587748310741028751809791495615258877222526732736764548231082426113793101229598809850178685386396278286142861410257875686367628964578753926968340239505307733969858477170976355383518222173531885142484952813004669767414259656609328222767703302952975038303873883412545408755310809432434892057303547143361476854851383658474655032580820680884655524161909516737745134254666462504790480110242347091118199665671591722706549266387350347166493409609471442589168495835897859407973698594235285880640454746120199862605351224722328887594832429404192254283679686923837726421676956798365948052615304520291657290268622131718590647106975319460523903755770838382887362209743707138919476614268578860767220801901042135075324446484680710649683916463031478855738420482662639819615096097482434663467525576122042654509276164148705337357785811359645229320499713544468856463706790964014276835805070345922091638778957462725371332140508721466460306889280870554393163778367140370758330816392963959781251617340458137259420694093245840991093755223667119648443978950172431582877911281757435006300891104541939050310488279782940680333837336604373848641029339177008758784.00000
0.470000	 0.927743	 1.14579	 0.00809	 -3035838312047926115245424322994218476686721154022656288700906802729447633960862749146274455941308553462859041100930189111855046698347321413990832261878971900538216975295634304267262381948173691526850315300922674967644786828976443813653978771545247920363352255624296591497882738710571440168829080081193672448712441813413879686219244567312613111735643701421362597087560246052782955101046047449627505321688647786882415476078788915391253035929791433789396652148379727823320307029191606222028692265709848414953544486730396754836963455229286332288481216470209286633800229306537346248087406251757905780554077937795805528381902050395804308164540648871272055939484528359112617524049072781656153317950749289319851101444315608163556112403803183902173710870236545064868682683788505104830931467222912827828334013925530729037605157499883511175712446242432782211920201801746972067986999341917447345748922606516110751311845464110375024396752616113119882268876386976147422839146693819533725513955948231390868084015207129609593335972212583197650994275330851879621950735105410600124031792799181240616495810283226314469459533592469786445994018690529922197088114212436336380607535137581890509030177038230531882969570758695788089861333309220873369718028692585119470057728509430018354548034476750530405574252331296214910089284645658086760862918494794414032885000673378543192121859133951241228797794053850031024137207638031687912089927724807748875582122128406651956684785689801143296189874481707959452770029906501815075405116817680914998600728212708410316220047274837441627168362211741141442319902785375932116887826473984439717255444134442194316031098295569803016075566975009943947548397836102436458853873511794656726797498683032745602211056944660712774310895632687802307746325417661675378618546263783330308350145713152119512590380725676111438826639329107771627720580815638818645962961330981225354708171546017712534186519132416420270530357835577268101964878378898097190871631225022886768446472485177566487668272007149919791837667659947849758860851007615665752048924767207591991367023182952574183259182902283545464452466036386134332021480443050668102968354818532253760301426208055706311616984485663750813437379666476379914219947916723527193019917915083999980678441595300051405461958737600001217226691331159597565297153632504667823453531936376721505226513363539234673154757012092247547485060596618478871864982690218123418234265601029914458304510996822111241260066431263397572381411199051437077737607375518173468445901370270317464696497002013302547073458930562568739586149503843112353898984954993975145737775263478919829724610930979340918984645269092524167386472508741770479770625295132822752333812796858012525527050244069946363972049848031517294376672209496581980058393210992566351128487541021917830205026069578600918424719118921596599610253282361176951886056316652623901201538911863503715874574973084920396551033187496565891529164593028571047814606046643085653371514064699608851218958552205689858186626379739827937972708552595055622317702748389366438092009530612351914116705250347325093395890615907584490434347986071835494754242554203159710776830864691898632896615955058011602850362001340490349277564822612839865052397602827488981727486303006796917828397955125244204418095304338478019359533394708578408181900132721768000611610532341306502026211159999230003423514948025421254267812572652495509241489472128585010410703965001429666110880088888373010976358214691480981331483826576256433352244984895245618502116634454130958991787673912019895399541821271677289124874904232778330817348543056544161911489255144453523753899034003739458905353962205295365184467645899571522224286843387527097788329925323915869665345930571019336666483253099848339067006138576882172258650161492393970520559302779355173821250584261177231661659633755321773136792299900027271937125507333745541120.00000
0.480000	 0.918843	 1.12850	 0.07382	 1099331504727796446976446267534430257581034439646021284707211102424049114434807861070173441981186868035933643778137523494207881707428499595155962963176210468315674187634272082506438175374408251010111182902552675328949262512873478751357680976494998872373990821696998514285568269665869008163369503389147336411577466287235369221331599554713482866699022563055736638890738555018854683282337367402857256008876782877853906939376141576794943518180974108979032139171674491219462484074024984243667246864172153159317922912819933726802959367104038161420701956783759376436294305380447921406559618678313991350589062247477909446372218106875907058272767873853389680786164389320528601768469674010724593687088979192607446349346177728282810934825407786009797442376055523508057796973435634685671315519661406738561177103873866446631390509161450006436573236498922071286551432766029366092662894399156934073666174143886946145068630045356628352254117880676015861834950983548668051645171684667042939065082025110733534538181983206185713777540721778685799076038934852220158356031173167005894330547579677207787140709791465508341324204754295641193129657026132970887924924542194572675630432982873630226439770237598563180697727722806248278754369223255074290391535240675841767692204259361703745352157625411703496222311642401545220589542244620594172060677757711303463507970821923079805900075900882428210650699103103609522612591518751840619528351747871214225187456247060408835488546762660049964972321406076229198845134243096926965197329634119730669097857390413745683003440760267239125045296486769799425407417121021517949735028311298624670341691627712792587299371991212843433534129598125090879820484134144492096085343548985288160889270856164424423889536121827364374350180069991562116719216927486423977902057394299675511333813999848196952247677953536094997027495942137837952589050183257097557527738669272001967991611098262215733906196526924554716728270252390433173326097381476336696783288985375680156790761241921209842079313611692224509373771794320403941185936965468578210773952184899974017337476906223991917693135089205357293022991632029242961329871010992549560313169877485159661900133586891046456860890682697892868756705537090774671185536123104393921566574182895545661976073899548819549252102000911518389534530075607654007384698753144237283052648909295096170333874219467507401626863071761807296664681204917692146518058786485719839781071750687087141824102912053251700541161839057541827477726476422093609844423706837383451556045278970891215665456039371796825121297471817291557461681097465438700445404838591366971991247179720951009246130773650883966065398141071245118091061932213213266250455210717297146457391826514400014271077483691213516887916931636877918774717571449062623050804328286607043288957990092327549106875519141939895215875646795770208753868505413467186070066602746351721985432380922026781947836026530413380456747286192881557936888744816443303092121262577872793385587674852068340197752013637014787907355188272703753961376045329796825088.00000
0.490000	 0.915173	 1.15648	 0.06952	 -414204788853712153825077009223204804157664405774178945356935739292636253684796687847616617472548327450064508773689214453471465665169439405145002539891218259890043376216757070230699238960513096545624208099969709589478716649435584126073323708451055169610141163629954996183205926134188618541646526962614916875743220288864425533138654749076264933941001892369293815649153753393580293974340039266834642984735138586413339414065971912928828759243370392771822631366566003113806481920061582752230951529474606087532803281443196184188358994233166738273894469814304046912839263680455724983268394584167768537946967651585835079387588642418079852714195783935106709366552216944238665393794822343462564705125962144602348785195063159317213317550256509605897378672288739036428324785310477368732861206856437030748526965648043599812439089156808841584017529476235910545921531101567309410482930939159742668472334187650438785132414257139629484893130035075026906503531973435369099319129889448620936439597122391110252523760971363894817767820110285813314519681073789097418359976708048583642267502659615914034874147085873619939506132158350420202825641015496858354815144530506050158453945739648196040822530190842255099610409116700416788419896249799407777545015579205030744180259174992005058872443754149991153898145499935862093773042758130105050827923004262624877350791131007216054745466049967898385460285356604563571536619604689450308522233038110989264460331961396052087903674773311582550565607884505594470769995341945417336462912230769777376598118697094424843386193192892793015395779420390361441539105907257368423157072517415273325316101938246708028819780839694243716613588420548466860687901864232697781366888867294707905726580567056339545613492119719656751382997318722072283375754801108957982234723899517399123405242118553597588676120307672689054516528681539413844067995109416293431017504035149266017009504580032248170412905565179161179152973674543057149142426639753873684271169810640783536028358944605747695713393655975066552288689590216572333217869842234590189310282559955051098654254046384709737160488830806306516220500976171495626838197197254424679098830727924251924288956029918487935343158950091680645120.00000
0.500000	 0.922244	 1.18785	 0.11900	 0.00000
0.510000	 0.903569	 1.19953	 0.09149	 -16093524101293273922955777526979958515760040304832521912285023931986281715793429747484197681733415568816015199651834452701108034073467859745110255347254228191553919307631757907803221184973334415865296927749457257735105570808848360404682455295267870146501729449349614264832826416467106565561857288051923211410552301098421901794901818826976151496582406693669898763480065969186714737836087201071147081293212921998534072349304959374685032839557063275143445873137373837826617563406770673879400433641604478035537096719695429824429879054847945142695824011623870310999397151245049298073211297751341318740230492924348145627243141608133721820222005877348032776858317475024723719429389241623793970636253333196546524318881560593387939258593040767565778459390946562887860934894859516122509246583642622563743700614434026531328074805163256856855603306525000399684310676185738151102329890488798619819567933711723421986494625522159314416288659874484486880869626106508003594095603155173993074636936582331805420835582436688527588658882883983287734749908734230370655843311228732601434023828489674302868404883916160874246315591070577265435600273787369550955880493044123475349734359071703366850540820971081933170694647294098269046959970098829694732373498287236918016699656123081464532749504479010586819762583930625506042920520150577789299029251564247835244230039575525153269239579674242713722988441880544660753693185386015017461898167038141349257977496426736217489677025576372128373760933393534909469556289583397593813077843707368425559028821057377922945782993269417212816992665159804342204433487821233371202388938986395971547362286243878496137662751514561365660910863277219643826274086768286539964622294516752773343464125395000285164671134365249684732922499068837404559279113506927674904653733283151193044491962547722322624102975288467778247149858135153178354417726681624667857359076896139727977819106074428004190564204051130581651319389867121810765287561565454934890704600568759901596307600910972871240786922548359646598650165796809511157951049781581411872192602294787287131838472796301843709498798968301496183857493220727354915031639035744819910216389709903697569157814522437137995836064457067062286996921613011483086225483257387778676013749715039070759654983021217163393474715077259857636747886393909458041037035994603709795097965146227424905024695414499034535775107604580474652457685320970844615684072315341614172357800346121549934542292412719477755626564766747511841332251291975584626066175448538251670814869027143063204050354850180126345335780069132501590884792934096082443804136302107305754103487570353671842860123356106185092717814733859786850649326703969285431535962347396486151380759984186076649332021304501234300915805678113441110613295104.00000
0.520000	 0.931898	 1.20752	 0.08423	 -0.00000
