#time	 xpos	 ypos
0.00667	0.27869	 -0.26153	0.51617	 0.23805	0.55813	 -0.10710	0.23651	 0.00893	0.20347	 0.74447	
0.00672	0.26874	 -0.23038	0.49547	 0.23517	0.56149	 -0.09444	0.23354	 0.00064	0.19078	 0.75397	
0.00677	0.27358	 -0.23693	0.47767	 0.20538	0.54730	 -0.10947	0.23187	 0.00576	0.18373	 0.74292	
0.00682	0.29753	 -0.21490	0.47960	 0.21877	0.58998	 -0.09778	0.24961	 0.00223	0.19151	 0.75986	
0.00688	0.30791	 -0.21176	0.46092	 0.22165	0.57095	 -0.08947	0.25244	 -0.01738	0.17243	 0.73648	
0.00693	0.31994	 -0.23468	0.45514	 0.23155	0.57919	 -0.07176	0.22762	 -0.01651	0.15296	 0.72317	
0.00698	0.31874	 -0.23604	0.44920	 0.24349	0.58105	 -0.08286	0.25015	 -0.02429	0.17717	 0.72405	
0.00703	0.31898	 -0.23773	0.43669	 0.26575	0.58594	 -0.06953	0.23543	 -0.01579	0.16859	 0.71707	
0.00709	0.32570	 -0.23833	0.45193	 0.26925	0.58190	 -0.08167	0.25846	 -0.00749	0.17189	 0.70277	
0.00714	0.33857	 -0.22769	0.46640	 0.26269	0.59507	 -0.05452	0.26053	 -0.00719	0.19420	 0.69650	
0.00719	0.32919	 -0.21418	0.48142	 0.27489	0.59813	 -0.05437	0.26132	 -0.02209	0.21393	 0.70689	
0.00724	0.32370	 -0.20677	0.47505	 0.28408	0.60729	 -0.07138	0.27403	 0.00348	0.22447	 0.68427	
0.00730	0.32951	 -0.20248	0.47164	 0.27257	0.60247	 -0.05428	0.26203	 0.01520	0.22048	 0.68460	
0.00735	0.33191	 -0.22936	0.47532	 0.28419	0.58908	 -0.08037	0.25090	 -0.02149	0.20029	 0.65849	
0.00740	0.33397	 -0.24423	0.46370	 0.28056	0.59590	 -0.06434	0.24915	 0.00217	0.21362	 0.64485	
0.00745	0.32540	 -0.24061	0.44693	 0.26721	0.58327	 -0.07172	0.24726	 0.03116	0.20423	 0.63968	
0.00751	0.32819	 -0.22317	0.46139	 0.25693	0.58401	 -0.07896	0.23464	 0.03416	0.20573	 0.65623	
0.00756	0.35085	 -0.24055	0.47453	 0.24248	0.59107	 -0.06823	0.23668	 0.03382	0.20674	 0.64898	
0.00761	0.34269	 -0.24013	0.48974	 0.25223	0.59994	 -0.06314	0.25110	 0.03478	0.22347	 0.65533	
0.00766	0.34130	 -0.26003	0.46074	 0.25194	0.62468	 -0.06737	0.26761	 0.01342	0.21736	 0.67350	
0.00772	0.32948	 -0.25005	0.44178	 0.24317	0.63917	 -0.07231	0.27425	 -0.00230	0.21015	 0.66711	
0.00777	0.36130	 -0.24517	0.43231	 0.22670	0.65659	 -0.04611	0.28605	 -0.02912	0.21308	 0.66121	
0.00782	0.34257	 -0.20732	0.42418	 0.23118	0.66361	 -0.05748	0.28323	 -0.01363	0.21473	 0.67710	
0.00787	0.34562	 -0.18794	0.43431	 0.22628	0.65505	 -0.04371	0.27345	 0.00511	0.20804	 0.67386	
0.00793	0.33020	 -0.18320	0.44656	 0.22030	0.66267	 -0.03253	0.29011	 0.03157	0.20059	 0.69203	
0.00798	0.35130	 -0.18266	0.45857	 0.19877	0.65075	 -0.03014	0.29374	 0.05734	0.21583	 0.67362	
0.00803	0.34655	 -0.18867	0.45085	 0.18719	0.66088	 -0.04254	0.30263	 0.07802	0.18103	 0.68417	
0.00808	0.31211	 -0.15889	0.43980	 0.19087	0.65782	 -0.01638	0.31693	 0.06190	0.18094	 0.68085	
0.00814	0.30838	 -0.16355	0.46975	 0.18477	0.66945	 -0.02423	0.31210	 0.05018	0.16064	 0.68576	
0.00819	0.33419	 -0.13999	0.48303	 0.20393	0.69823	 -0.03370	0.28914	 0.03600	0.15076	 0.69010	
0.00824	0.32290	 -0.12851	0.46395	 0.19980	0.71556	 -0.03073	0.28275	 0.05684	0.14762	 0.69564	
0.00829	0.33458	 -0.10132	0.45272	 0.17875	0.69052	 -0.00829	0.30255	 0.04430	0.14046	 0.68689	
0.00835	0.36167	 -0.09186	0.45221	 0.16863	0.67308	 -0.00128	0.27888	 0.06457	0.12832	 0.69256	
0.00840	0.37329	 -0.09401	0.44770	 0.16430	0.65973	 0.00911	0.27409	 0.07531	0.09629	 0.70673	
0.00845	0.37392	 -0.07496	0.43365	 0.17740	0.65794	 0.02052	0.27692	 0.08325	0.10153	 0.71571	
0.00850	0.34803	 -0.04082	0.45542	 0.16320	0.66249	 0.01383	0.27625	 0.09560	0.11073	 0.74170	
0.00856	0.34499	 -0.02956	0.44409	 0.13826	0.66814	 0.01703	0.24827	 0.08887	0.11591	 0.72143	
0.00861	0.33317	 -0.04413	0.43216	 0.14157	0.66878	 0.00806	0.26782	 0.08955	0.12604	 0.70042	
0.00866	0.34229	 -0.05610	0.44362	 0.11249	0.67567	 0.01144	0.26900	 0.11365	0.14336	 0.70047	
0.00872	0.35596	 -0.05853	0.46664	 0.09564	0.68282	 0.01366	0.26683	 0.12519	0.12320	 0.70770	
0.00877	0.36124	 -0.07127	0.46638	 0.10077	0.69333	 0.00857	0.27354	 0.13413	0.12768	 0.72162	
0.00882	0.36670	 -0.05276	0.46441	 0.09176	0.68380	 0.02805	0.26667	 0.13856	0.11600	 0.72514	
0.00887	0.37149	 -0.07423	0.47674	 0.08401	0.67904	 0.05832	0.29232	 0.12371	0.12722	 0.71500	
0.00893	0.37785	 -0.09531	0.48657	 0.10632	0.67366	 0.04087	0.31375	 0.12660	0.10701	 0.72082	
0.00898	0.36741	 -0.09214	0.48906	 0.10683	0.67332	 0.03813	0.30189	 0.13379	0.11449	 0.72105	
0.00903	0.36951	 -0.08271	0.49075	 0.15003	0.68084	 0.03071	0.28472	 0.12411	0.11773	 0.71582	
0.00908	0.39339	 -0.09794	0.50024	 0.15521	0.68942	 0.04990	0.26005	 0.11247	0.10647	 0.71479	
0.00914	0.39369	 -0.08699	0.51108	 0.16085	0.68067	 0.04021	0.27668	 0.11609	0.09948	 0.68113	
0.00919	0.41121	 -0.08622	0.52568	 0.16317	0.67967	 0.03487	0.29800	 0.09415	0.08557	 0.70471	
0.00924	0.42162	 -0.07218	0.54293	 0.17671	0.67457	 -0.01497	0.30393	 0.10648	0.06787	 0.69352	
0.00929	0.44126	 -0.09482	0.54125	 0.14509	0.66293	 -0.01938	0.28540	 0.09247	0.08267	 0.69544	
0.00935	0.43230	 -0.08693	0.56100	 0.13133	0.67376	 -0.02320	0.31011	 0.09663	0.06021	 0.68022	
0.00940	0.43419	 -0.06692	0.57784	 0.11984	0.64535	 -0.02317	0.31573	 0.10870	0.05780	 0.66423	
0.00945	0.43969	 -0.04323	0.57631	 0.11679	0.64969	 -0.01914	0.32076	 0.08269	0.05946	 0.63792	
